,Unnamed: 0,quoteID,quotation,speaker,qids,date,numOccurrences,urls,phase,speaker_prob,url_countries,disaster
7244,137001,2013-10-04-020053,"Historically, Harpers Ferry has been through some tough times. This shows our resiliency, and it shows we care about the people who come to visit.",None,,2013-10-04 04:00:00,1,['http://www.journal-news.net/page/content.detail/id/599574.html'],D,0.8316,['US'],1
8026,96101,2013-02-14-083704,"there was no evidence of close-range firing,",Carl Schmidt,Q54610544,2013-02-14 23:30:00,7,"['http://hometownlife.com/article/20130214/NEWS16/130214016'
 'http://hometownlife.com/article/20130214/NEWS16/130214016/1001/rss01'
 'http://hometownlife.com/article/20130214/NEWS16/130214016/Testimony-Redford-murder-trial-describes-rapid-fire-attack-?odyssey=mod|newswell|text|Oxford|p'
 'http://hometownlife.com/article/20130214/NEWS16/130214016/Testimony-in-Redford-murder-trial-describes-rapid-fire-attack-?odyssey=tab|mostpopular|text|NEWS24'
 'http://hometownlife.com/article/20130217/NEWS16/302170415'
 'http://hometownlife.com/article/20130214/NEWS16/130214016/Testimony-Redford-murder-trial-describes-rapid-fire-attack-?odyssey=mod|newswell|text|Redford|s'
 'http://voiceofdetroit.net/2014/09/18/stunning-revelation-in-cop-killing-of-aiyana-jones-7-direct-contact-gunshot-could-have-killed-her/']",C,0.4199,['US'],1
2219,29500,2010-02-22-104895,"you could never forget that in afghanistan you are walking on a knife-edge the whole time,",tiger woods,Q10993,2010-02-22 05:22:08,17,"['http://charlotteobserver.com/2010/02/22/1264546/kabul-lodge-honors-flashy-scoundrel.html'
 'http://daytondailynews.com/news/nation-world-news/kabul-lodge-honors-flashy-scoundrel-of-fiction-560534.html?cxtype=rss_nation-world'
 'http://sfgate.com/cgi-bin/article.cgi?f=/n/a/2010/02/21/international/i210016S69.DTL&amp;feed=rss.news_world'
 'http://ajc.com/news/nation-world/kabul-lodge-honors-flashy-320375.html?cxtype=rss_news_82109'
 'http://ap.lancasteronline.com/4/as_afghanistan_flashy_in_kabul'
 'http://kvia.com/Global/story.asp?S=12021370'
 'http://kwqc.com/Global/story.asp?S=12021370'
 'http://wandtv.com/Global/story.asp?S=12021370'
 'http://kesq.com/Global/story.asp?S=12021370'
 'http://wistv.com/Global/story.asp?S=12021370'
 'http://wbay.com/global/story.asp?s=12021370'
 'http://washingtonexaminer.com/world/84931192.html'
 'http://boston.com/news/world/asia/articles/2010/02/22/kabul_lodge_honors_flashy_scoundrel_of_fiction?rss_id=Boston.com+--+Latest+news'
 'http://waow.com/Global/story.asp?S=12021370'
 'http://missoulian.com/news/world/asia/article_3b9d616d-3237-5749-9831-8aeb25c0dfcc.html'
 'http://sfexaminer.com/world/84931192.html'
 'http://dailypress.com/news/world/sns-ap-as-afghanistan-flashy-in-kabul,0,229254.story']",A,0.5107,['US'],1
17585,78470,2018-01-18-128327,"This is what happens when you don't respect the roads. If you don't have to be out of here, stay home, and park your truck,",Mark Morrison,Multiple,2018-01-18 06:10:33,1,['http://www.katc.com/story/37289805/a-look-behind-the-wheel-as-reporter-makes-icy-trek-from-baton-rouge-to-lafayette'],E,0.833,['US'],1
12328,85856,2016-08-18-090685,"She took them head-on. They threw some heavy artillery against her, and she handled it. Which is why she'll be good.",Al Simpson,Q2829410,2016-08-18 00:00:00,2,"['http://trib.com/news/state-and-regional/govt-and-politics/pundits-several-factors-contributed-to-cheney-s-victory/article_6034c221-dc8a-5ffd-8680-f70c17f50677.html'
 'http://wyomingnews.com/news/pundits-several-factors-contributed-to-cheney-s-victory/article_3f8652f8-650b-11e6-84fb-37b8a7906def.html']",E,0.5572,['US'],1
13596,43563,2017-07-17-095093,"The UK condemns the use of chemical weapons wherever and by whomever they are used and we will continue to work closely with our international partners to hold perpetrators to account,",Boris Johnson,Q180589,2017-07-17 09:07:58,3,"['http://www.canberratimes.com.au/world/britain-backs-eu-sanctions-on-16-syrians-over-chemical-attacks-20170717-gxchjp.html'
 'http://www.smh.com.au/world/britain-backs-eu-sanctions-on-16-syrians-over-chemical-attacks-20170717-gxchjp.html'
 'http://www.theage.com.au/world/britain-backs-eu-sanctions-on-16-syrians-over-chemical-attacks-20170717-gxchjp.html']",E,0.8622,['AS'],1
17683,72548,2018-05-27-001201,"Abbas signed away with his own hand Palestinian armed struggle. Look at what happened to the Fatah movement. It was an armed organisation that with the passage of time deserted this path, which it had drawn decades ago. This is an essential and vital matter. Since Abbas ascended to power 14 years ago, he managed the conflict with Israel in a political rather than a military or security fashion. He never permitted a third intifada to emerge. At the same time, however, he has not accomplished any political achievement.",None,,2018-05-27 10:24:24,1,['https://www.middleeastmonitor.com/20180527-israeli-generals-well-miss-abbas-after-hes-gone/'],E,0.6454,['IS'],1
3512,85688,2010-11-09-098463,we created chances during the second half (against ipswich) but once again we didn't take them.,gary speed,Q202153,2010-11-09 10:31:17,1,['http://thestar.co.uk/sportheadlines/Strike-Action.6618411.jp'],C,0.317,['UK'],1
19642,55337,2019-11-26-079681,"The disaster declaration was huge,",Doug Goehring,Q5300510,2019-11-26 12:00:00,3,"['https://www.jamestownsun.com/news/government-and-politics/4790156-Rep.-Armstrong-talks-impeachment-farming-woes'
 'https://www.thedickinsonpress.com/news/government-and-politics/4789660-Rep.-Armstrong-talks-impeachment-farming-woes-at-DSU'
 'https://www.inforum.com/news/government-and-politics/4790156-Rep.-Armstrong-talks-impeachment-farming-woes']",E,0.5156,['US'],1
20087,93379,2019-06-19-050574,"In view of my concerns regarding the fairness of the trial of the 11 suspects in Saudi Arabia, I call for the suspension of the trial,",None,,2019-06-19 03:37:50,32,"['http://www.breitbart.com/news/credible-evidence-linking-saudi-crown-prince-to-khashoggi-murder-un-expert/'
 'https://timesofindia.indiatimes.com/world/europe/credible-evidence-linking-saudi-crown-prince-to-khashoggi-murder-un-expert/articleshow/69857016.cms'
 'http://canadaam.ctvnews.ca/world/credible-evidence-linking-saudi-crown-prince-to-khashoggi-murder-un-expert-1.4472795'
 'http://www.al-monitor.com/pulse/contents/afp/2019/06/un-rights-saudi-khashoggi-probe.html'
 'https://timesofindia.indiatimes.com/world/middle-east/credible-evidence-linking-saudi-crown-prince-to-khashoggi-murder-un-expert/articleshow/69857703.cms'
 'http://straitstimes.com/world/europe/credible-evidence-linking-saudi-crown-prince-to-khashoggi-murder-un-expert'
 'https://dailytimes.com.pk/414733/credible-evidence-linking-saudi-crown-prince-to-khashoggi-murder-un-expert/'
 'https://tribune.com.pk/story/1995880/3-credible-evidence-linking-saudi-crown-prince-khashoggi-murder-un-expert/'
 'https://www.timesofisrael.com/credible-evidence-ties-saudi-prince-to-khashoggi-murder-un-expert-says/'
 'https://www.firstpost.com/world/jamal-khashoggi-case-independent-un-rights-expert-says-there-is-credible-evidence-linking-saudi-arabias-crown-prince-to-killing-6846011.html'
 'https://www.manilatimes.net/credible-evidence-linking-saudi-crown-prince-to-khashoggi-murder-un-expert/571837/'
 'https://arynews.tv/en/evidence-saudi-prince-khashoggi-murder/'
 'http://www.oneindia.com/international/credible-evidence-linking-saudi-crown-prince-to-khashoggi-murder-un-expert-2906928.html'
 'https://mg.co.za/article/2019-06-19-credible-evidence-linking-saudi-crown-prince-to-khashoggi-murder-un-expert/'
 'http://newsclick.in/Jamal-Khashoggi-Saudi-Crown-Prince-UN-Istanbul'
 'https://www.pulse.ng/news/world/credible-evidence-linking-saudi-crown-prince-to-khashoggi-murder-un-expert/f0q20pk'
 'https://www.albawaba.com/news/credible-evidence-found-linking-mbs-khashoggis-murder-1292281'
 'https://www.india.com/news/world/khashoggi-murder-credible-evidence-links-saudi-prince-to-journalists-death-3693914/'
 'http://dunyanews.tv/index.php/en/World/496646-Credible-evidence-linking-Saudi-crown-prince-Khashoggi-murder-UN'
 'http://newsweekpakistan.com/credible-evidence-linking-mbs-to-khashoggi-murder-u-n-expert/'
 'https://www.livemint.com/news/world/-credible-evidence-linking-saudi-crown-prince-to-khashoggi-murder-un-expert-1560948108923.html'
 'https://defence.pk/pdf/threads/high-level-saudis-including-crown-prince-mohammed-liable-for-khashoggi-murder-un.623883/'
 'https://thenationonlineng.net/saudi-crown-prince-killed-khashoggi-says-un-investigator/'
 'http://www.dailypioneer.com/2019/top-stories/-credible-evidence--linking-saudi-crown-prince-to-khashoggi-murder---un-expert.html'
 'https://www.thesouthafrican.com/news/un-expert-links-saudi-crown-prince-to-khashoggi-murder/'
 'https://www.freepressjournal.in/world/un-expert-credible-evidence-linking-mohammed-bin-salman-to-jamal-khashoggi-murder'
 'https://www.tv360nigeria.com/khashoggi-murder-un-expert-releases-report-indicting-saudi-crown-prince/#respond'
 'https://economictimes.indiatimes.com/news/international/world-news/credible-evidence-linking-saudi-crown-prince-to-khashoggi-murder-un-expert/articleshow/69857386.cms'
 'https://www.geo.tv/latest/240832-credible-evidence-linking-saudi-crown-prince-to-khashoggi-murder-un-expert'
 'https://www.channelnewsasia.com/news/world/credible-evidence-linking-saudi-crown-prince-to-khashoggi-murder-11641764?cid=cna_flip_070214'
 'https://www.brecorder.com/2019/06/19/504069/credible-evidence-linking-saudi-crown-prince-to-khashoggi-murder-un-expert/'
 'http://www.globalsecurity.org/wmd/library/news/saudi/saudi-190619-presstv01.htm']",E,0.8806,['PK' 'NI' 'CA' 'SF' 'SN' 'US' 'IS' 'IN' 'RP' 'SY'],1
9137,210961,2014-03-01-010351,"Her death was a reminder to me of just how important it is for elected leaders to keep our community safe and protect our families. I'm running to get more manpower on the streets, get a northeast side substation to increase response time for our citizens,",None,,2014-03-01 04:03:41,2,"['http://www.ksat.com/news/politics/bexar-county-pct-4-candidates-lay-out-priorities/-/2567674/24746610/-/3f3d18z/-/index.html'
 'http://www.ksat.com/news/march-primary/debra-guerrero-tommy-calvert-headed-for-bexar-co-commissioner-precinct-4-runoff/-/24329084/24807836/-/5kqq8b/-/index.html']",D,0.4521,['US'],1
6429,47201,2012-02-13-011763,"doesn't worry me; it ebbs and flows,",george clooney,Q23844,2012-02-13 05:07:00,1,['http://post-gazette.com/pg/12044/1209895-53-0.stm?cmpid=neighborhoods.xml'],C,0.5505,['US'],1
3822,52523,2011-10-13-032687,"i think we are going to see several european banks suffering, maybe failing, and that will impact the global economy,",mikhail zadornov,Multiple,2011-10-13 16:23:55,1,['http://forbes.com/sites/kenrapoza/2011/10/13/western-economies-ugly-contest-continuing-into-2012-and-beyond/?feed=rss_home'],C,0.6887,['US'],1
12963,31185,2016-07-20-113108,"There was no Arab unity and no line for concrete Arab action [ in the previous war ]. There was no plan for a unified Arab objective... The Arab countries were defeated because they were seven countries fighting against one country, namely Israel... In order that we may liberate Palestine, the Arab nation must unite, the Arab armies must unite, and a unified plan of action must be established.",None,,2016-07-20 13:26:00,1,['https://oldschoolcontemporary.wordpress.com/2016/07/20/oscs-breakfast-with-the-buddha-final-round/'],E,0.4521,['US'],1
14416,87670,2017-11-02-117047,The cemetery is quite remote - we believe there is a local element to it.,Matthew Smith,Multiple,2017-11-02 10:46:59,1,['http://www.peterboroughtoday.co.uk/news/crime/mourners-at-peterborough-village-cemetery-left-heartbroken-after-vandals-leave-trail-of-destruction-1-8225968'],E,0.6994,['UK'],1
9458,138915,2014-07-28-066306,"The tactics used by the Israeli armed forces in the Gaza offensive are consistent with previous practices, most recently during the Lebanon war in 2006. A concept known as the Dahiya doctrine emerged then, involving the application of disproportionate force and the causing of great damage and destruction to civilian property and infrastructure, and suffering to civilian populations. The Mission concludes from a review of the facts on the ground that it.. appears to have been precisely what was put into practice.",Navi Pillay,Q242078,2014-07-28 11:25:10,4,"['http://huffingtonpost.co.uk/mehdi-hasan/gaza-israel_b_5624401.html?utm_hp_ref=uk'
 'http://huffingtonpost.co.uk/mehdi-hasan/gaza-israel_b_5624401.html?utm_hp_ref=mostpopular'
 'http://huffingtonpost.co.uk/mehdi-hasan/gaza-israel_b_5624401.html?ir=UK Politics'
 'http://defence.pk/threads/debunking-israels-11-main-myths-about-gaza-hamas-and-war-crimes.326644/']",E,0.7611,['UK' 'PK'],1
3408,11927,2010-12-24-001085,"after 26/11 we have met hundreds of threats successfully. india is on radar of terrorists and we have to be constantly vigilant 24x7. the coast guard, the navy and the armed forces are always vigilant,",ak antony,Q278849,2010-12-24 15:20:05,1,['http://feeds.bignewsnetwork.com/?sid=723712'],C,0.5714,['US'],1
12334,38893,2016-12-28-061691,"That became clearer after health officials closely monitored a small area in South Texas earlier this month and found several additional cases of locally-transmitted Zika,",None,,2016-12-28 00:00:00,1,['http://keranews.org/post/want-find-new-job-next-year-head-austin-best-city-job-seekers-2017'],E,0.8194,['US'],1
7734,66530,2013-03-29-031866,"it got real bad because i got three [ seizures ] in a row, and on the third one my heart rate went down to, like, 30 percent,",Lil Wayne,Q15615,2013-03-29 15:40:00,4,"['http://people.com/people/article/0,,20686541,00.html?xid=rss-topheadlines'
 'http://x17online.com/celebrities/lil_wayne/lil_wayne_confirms_that_he_has_epilepsy_interview_seizures_032913.php'
 'http://bignewsnetwork.com/index.php/sid/213493983/scat/dd8845aa60952db2/ht/Lil-Wayne-says-hes-epileptic-could-have-died-during-last-hospital-stay'
 'http://www.ibtimes.co.in/lil-waynes-hiv-diagnosis-hoax-goes-viral-stop-playing-me-says-rapper-606454']",C,0.4656,['IN' 'US'],1
1728,117987,2009-05-26-065601,was the complete beacon of inspiration in the depression for this country. it's sort of an incredible coincidence that we are in this slump. i think it's an excellent time to remind people of the heroes that kept us afloat -- more than afloat -- in amelia's time.,amelia earhart,Q24874011,2009-05-26 07:14:36,1,"['http://chicagotribune.com/features/lifestyle/chi-tc-bonus-amelia-0522-0526may26,0,2061563.story?track=rss']",A,0.3037,['US'],1
14899,53390,2017-05-19-120798,"Waters cooled more than they should have, and there was a lot of cooling by late March. But right on cue, things changed as we put out the forecast. Then there was all sorts of warming.",Philip Klotzbach,Q58150159,2017-05-19 17:22:33,6,"['http://www.heraldtribune.com/news/20170519/more-activity-predicted-for-2017-hurricane-season'
 'http://www.newsherald.com/news/20170520/near-normal-hurricane-season-predicted-for-2017'
 'http://www.nwfdailynews.com/news/20170521/scientists-hike-activity-level-for-2017-hurricane-season'
 'http://www.gainesville.com/news/20170521/weaker-el-nixf1o-leads-scientists-to-revise-hurricane-forecast'
 'http://www.theledger.com/news/20170523/weaker-el-nixf1o-prompts-revised-hurricane-forecast'
 'http://www.nwfdailynews.com/news/20170524/scientists-hike-activity-level-for-2017-hurricane-season']",E,0.8686,['US'],1
5282,20286,2011-08-17-086335,"we have requested shark experts from south africa to come over to seychelles to help us identify the type of shark it could be, but this kind of thing has never ever happened in seychelles before.",None,,2011-08-17 06:30:00,2,"['http://walesonline.co.uk/news/latest-world-news/2011/08/17/shark-attack-honeymooning-briton-had-no-chance-91466-29250560/'
 'http://channel4.com/news/british-man-killed-in-honeymoon-shark-attack']",C,0.3107,['UK'],1
10593,80626,2015-08-11-015384,country's most important crime fighters.,None,,2015-08-11 16:00:00,1,['http://tribune242.com/news/2015/aug/11/pintard-rise-killings-due-lack-synergy-between-gov/'],E,0.6056,['BF'],1
2060,68179,2009-02-18-014343,"for the veterans returning home today, and those who served in the past.",president george w. bush,Q207,2009-02-18 04:22:51,4,"['http://bulletin.aarp.org/states/ny/articles/ny_sen_schumer_blasts_veterans_agency_for_failing_to_implement_mandate_on_nursing_home_payments.html'
 'http://newsday.com/news/local/suffolk/ny-usvets186039586feb18,0,615241.story'
 'http://bulletin.aarp.org/states/ny/articles/li_vets_complain_of_unpaid_health_care_benefits.html'
 'http://military.com/news/article/ny-vets-complain-of-unpaid-health-care.html?wh=benefits']",A,0.2863,['US'],1
2403,30450,2010-05-15-046146,"now we have to see an effective political process as well, and that is what the u.s. has been working so hard on this week, and that's where our british efforts with president karzai and his government will come in over the coming weeks in a strongly coordinated way.",william hague,Multiple,2010-05-15 14:41:44,7,"['http://blog.taragana.com/politics/2010/05/15/britains-new-prime-minister-meets-afghanistans-president-35887/'
 'http://daytondailynews.com/news/nation-world-news/new-british-prime-minister-meets-afghan-president-707878.html?cxtype=rss_nation-world'
 'http://startribune.com/world/93845419.html'
 'http://ajc.com/news/nation-world/new-british-prime-minister-527799.html?cxtype=rss_news_82109'
 'http://fox11online.com/dpps/news/international/prime-minster-meets-afghan-president_3359512'
 'http://fox10tv.com/dpps/news/international/prime-minster-meets-afghan-president_3359512'
 'http://startribune.com/world/93845419.html?elr=KArks:DCiUBcy7hUiacyKUUr']",A,0.3664,['IN' 'US'],1
13488,133632,2017-10-25-116258,"Tectonic tremors and slow slip will change the way we view faults. For example, our research on the Anza gap shows that the fault is spontaneously slipping at a greater depth than we previously thought, with slow earthquakes occurring between 13 and 24 km deep.",Abhijit Ghosh,Q57849127,2017-10-25 17:28:47,2,"['https://ucrtoday.ucr.edu/49602'
 'https://phys.org/news/2017-10-earthquake-elevated-spontaneous-tectonic-tremor.html']",E,0.8599,['US'],1
9775,208551,2014-11-09-023169,"It was undoubtedly a sad chapter in our sport. It damaged cricket's integrity and reputation, as well as affecting confidence within the cricket community, especially that of the fans. The ICC Board was determined to address this situation and ensure such incidents never happen again.",Narayanaswami Srinivasan,Q13378640,2014-11-09 14:50:01,9,"['http://nvonews.com/icc-to-take-steps-to-prevent-repeat-of-tour-cancellations/'
 'http://www.rediff.com/cricket/report/icc-cracks-whip-on-players-abandoning-international-tours-west-indies-srinivasan/20141109.htm'
 'http://ibnlive.in.com/news/cricketnext/icc-to-cancel-players-t20-deals-if-they-abandon-international-tours/511727-78.html'
 'http://www.sportskeeda.com/cricket/india-west-indies-fallout-icc-steps-prevent-repeat-tour-cancellations/'
 'http://thedailystar.net/sports/players-beware-49530'
 'http://hindustantimes.com/sports-news/cricketnews/icc-to-cancel-players-t20-deals-if-they-abandon-international-tours/article1-1284387.aspx'
 'http://trinidadexpress.com/sports/WARNING-282093521.html'
 'http://newkerala.com/news/2014/fullnews-124134.html'
 'http://www.stabroeknews.com/2014/sports/11/10/icc-condemns-wi-players-decision-abandon-india-tour/']",E,0.5274,['TD' 'IN' 'GY' 'BG'],1
10574,168364,2015-11-05-103954,The Black Bloc always defend the demonstrations when the police come here.,None,,2015-11-05 15:45:23,1,['http://www.ibtimes.co.uk/black-bloc-who-are-anonymous-anarchist-protest-provocateurs-million-mask-march-1527383'],E,0.9061,['UK'],1
11471,6368,2015-12-06-065274,"We have to play against a very good team. I am convinced we can do it but we do not have any luck. Also, we have to be more composed in that situation -- especially when you miss chances three metres in front of goal.",None,,2015-12-06 03:50:40,5,"['http://www.espnfc.com/manchester-united/story/2742473/manchester-united-not-good-enough-to-win-ucl-van-gaal'
 'http://espn.co.uk/soccer/manchester-united/story/2742473/manchester-united-not-good-enough-to-win-ucl-van-gaal'
 'http://www.teamtalk.com/news/van-gaal-united-not-good-enough-to-win-the-champions-league'
 'http://www.foxsportsasia.com/football/premier-league/news/detail/item105596/'
 'http://www.football411.com/story/0,22162,14287_105596,00.html']",E,0.7771,['SP' 'UK'],1
20357,144995,2020-01-31-015627,"covers a comparatively small area, something less than half a square mile, wherein is crowded a little city of its own with a population of 500,000 souls: men, women, and children, almost exclusively Polish and Russian Hebrews.",None,,2020-01-31 00:00:00,3,"['https://rbth.com/travel/331623-new-york-city-places-russia'
 'https://www.bignewsnetwork.com/news/263882997/10-new-york-city-places-that-have-hidden-russian-history']",E,0.925,['US' 'RS'],1
17912,371,2018-04-20-058479,"If I would ever know they died because of a gun violence, I would be infuriated and I want the families to know that my heart is always with them and I want to grieve with them as well.",None,,2018-04-20 20:48:00,1,['http://www.wbtv.com/story/38006560/butler-high-school-students-participate-in-national-walkout'],E,0.7678,['US'],1
19966,82885,2019-04-15-006229,Anybody who unlawfully carries a knife or other weapon should expect to be stopped and arrested.,None,,2019-04-15 11:51:00,1,['https://www.kentonline.co.uk/maidstone/news/drugs-and-knife-seized-in-town-202755/'],E,0.6906,['UK'],1
7878,7509,2013-02-01-006313,"at that time, we did not know there were occupants in the house. we arrived, deployed a nozzle, had the fire knocked down fairly quickly. had to force entry, the doors were locked.",tom crawford,Multiple,2013-02-01 06:07:48,1,['http://wsiltv.com/news/local/Christopher-Couple-Remembered-After-House-Fire-189274981.html?skipthumb=Y'],C,0.5787,['US'],1
3283,117553,2010-09-28-058056,Maryland's economic recovery faltered.,None,,2010-09-28 02:27:00,4,"['http://baltimoresun.com/news/bs-md-ehrlich-attacks-20100927,0,3736634.story?track=rss'
 'http://baltimoresun.com/news/maryland/politics/bs-md-omalley-defends-labor,0,2314966.storylink?track=rss'
 'http://www.baltimoresun.com/news/opinion/second-opinion-blog/bs-ed-employment-statistics-20140819,0,403387.story?track=rss'
 'http://baltimoresun.com/news/opinion/editorial/bs-ed-employment-statistics-20140819,0,2220273.story']",C,0.5583,['US'],1
18835,140941,2019-10-26-044046,"The smugglers said this was a... safe route, that people would go by airplane, car.... If I had known she would go by this route, I would not have let her go.",Pham Van,Q27796921,2019-10-26 13:14:15,1,['https://www.dailystar.co.uk/news/latest-news/essex-lorry-victim-scammed-paying-20729521'],E,0.9452,['UK'],1
20602,87561,2020-03-30-036447,"Now is a time of great anxiety and distress. We are less in control than we thought. This Lent is a time to return ever more to our faith, to trust in the Lord even in the midst of all this trouble. As Pope Francis said, the Lord `will not leave us at the mercy of the storm.",None,,2020-03-30 15:00:00,1,['http://catholicnewsagency.com/news/usccb-domestic-justice-chairman-welcomes-coronavirus-aid-bill-68632/'],E,0.6174,['US'],1
19181,193818,2019-01-07-016706,everyone's interest that the crisis comes to an end as quickly as possible,Bruno Le Maire,Q993472,2019-01-07 17:18:00,1,['https://www.express.co.uk/news/world/1068525/yellow-vests-france-paris-protest-riot-emmanuel-macron-gilets-jaunes-latest-le-maire'],E,0.8053,['UK'],1
18719,164747,2019-06-21-008091,"As the condition of buses was degrading, we have decided to condemn them. Public might me facing a little inconvenience but very soon we will be purchasing 600 diesel and electric buses that will resolve this issue.",Virendra Verma,Q7933699,2019-06-21 22:34:00,2,"['https://timesofindia.indiatimes.com/city/jaipur/jctsl-to-take-72-buses-of-sanganer-depot-off-roads/articleshow/69898256.cms'
 'https://auto.economictimes.indiatimes.com/news/commercial-vehicle/mhcv/jaipur-jctsl-to-take-72-buses-of-sanganer-depot-off-roads/69902122']",E,0.9055,['IN'],1
